cause,effect,edge,theoretical_perturbation_sets,theoretical_identifiable,theoretical_recovery_edge,theoretical_recoverable,application_recoverable,application_rows,recovered_application_rows,intervention_sets_tested,theoretical_only_not_application
hupb,tyrp,hupb->tyrp,,True,False,True,True,228,228,10,False
hyfr,focb,hyfr->focb,,True,False,True,True,228,228,10,False
hyfr,hyfa,hyfr->hyfa,,True,False,True,True,228,228,10,False
hyfr,hyfb,hyfr->hyfb,,True,False,True,True,228,228,10,False
hyfr,hyfc,hyfr->hyfc,,True,False,True,True,228,228,10,False
hyfr,hyfd,hyfr->hyfd,,True,False,True,True,228,228,10,False
hyfr,hyfe,hyfr->hyfe,,True,False,True,True,228,228,10,False
hyfr,hyff,hyfr->hyff,,True,False,True,True,228,228,10,False
hyfr,hyfg,hyfr->hyfg,,True,False,True,True,228,228,10,False
hyfr,hyfh,hyfr->hyfh,,True,False,True,True,228,228,10,False
hyfr,hyfi,hyfr->hyfi,,True,False,True,True,228,228,10,False
hyfr,hyfj,hyfr->hyfj,,True,False,True,True,228,228,10,False
hyfr,hyfr,hyfr->hyfr,,False,False,False,False,228,0,10,False
hypt,cyda,hypt->cyda,,True,False,True,True,228,228,10,False
hypt,cydb,hypt->cydb,,True,False,True,True,228,228,10,False
hypt,cysh,hypt->cysh,,True,False,True,True,228,228,10,False
hypt,feca,hypt->feca,,True,False,True,True,228,228,10,False
hypt,fecb,hypt->fecb,,True,False,True,True,228,228,10,False
hypt,fecc,hypt->fecc,,True,False,True,True,228,228,10,False
hypt,fecd,hypt->fecd,,True,False,True,True,228,228,10,False
hypt,fece,hypt->fece,,True,False,True,True,228,228,10,False
hypt,metb,hypt->metb,,True,False,True,True,228,228,10,False
hypt,meti,hypt->meti,,True,False,True,True,228,228,10,False
hypt,metl,hypt->metl,,True,False,True,True,228,228,10,False
hypt,metn,hypt->metn,,True,False,True,True,228,228,10,False
hypt,metq,hypt->metq,,True,False,True,True,228,228,10,False
ibpa,ibpa,ibpa->ibpa,,False,False,False,False,228,0,10,False
ibpa,ibpb,ibpa->ibpb,,True,False,True,True,228,228,10,False
iclr,acea,iclr->acea,,True,False,True,True,228,228,10,False
iclr,aceb,iclr->aceb,,True,False,True,True,228,228,10,False
iclr,acek,iclr->acek,,True,False,True,True,228,228,10,False
iclr,iclr,iclr->iclr,,False,False,False,False,228,0,10,False
idnr,gntk,idnr->gntk,,True,False,True,True,228,228,10,False
idnr,gntu,idnr->gntu,,True,False,True,True,228,228,10,False
idnr,idnd,idnr->idnd,,True,False,True,True,228,228,10,False
idnr,idnk,idnr->idnk,,True,False,True,True,228,228,10,False
idnr,idno,idnr->idno,,True,False,True,True,228,228,10,False
idnr,idnr,idnr->idnr,,False,False,False,False,228,0,10,False
idnr,idnt,idnr->idnt,,True,False,True,True,228,228,10,False
ihfa,acea,ihfa->acea,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,aceb,ihfa->aceb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,acek,ihfa->acek,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,acs,ihfa->acs,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,actp,ihfa->actp,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,adia,ihfa->adia,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,amia,ihfa->amia,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,atoa,ihfa->atoa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,atob,ihfa->atob,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,atod,ihfa->atod,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,atoe,ihfa->atoe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cara,ihfa->cara,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,carb,ihfa->carb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,csgd,ihfa->csgd,"set 1: gade, gadx, rpod",False,True,True,True,228,24,10,False
ihfa,csge,ihfa->csge,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,csgf,ihfa->csgf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,csgg,ihfa->csgg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cyca,ihfa->cyca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cysg,ihfa->cysg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cysh,ihfa->cysh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cysi,ihfa->cysi,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,cysj,ihfa->cysj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dcud,ihfa->dcud,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dmsa,ihfa->dmsa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dmsb,ihfa->dmsb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dmsc,ihfa->dmsc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dppa,ihfa->dppa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dppb,ihfa->dppb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dppc,ihfa->dppc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dppd,ihfa->dppd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dppf,ihfa->dppf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dps,ihfa->dps,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,dusb,ihfa->dusb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,envz,ihfa->envz,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fhla,ihfa->fhla,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fima,ihfa->fima,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimb,ihfa->fimb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimc,ihfa->fimc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimd,ihfa->fimd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimf,ihfa->fimf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimg,ihfa->fimg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimh,ihfa->fimh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fimi,ihfa->fimi,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fis,ihfa->fis,"set 3: fis, nac, rpoe",False,True,True,False,205,0,9,True
ihfa,flhc,ihfa->flhc,"set 1: gade, gadx, rpod",False,True,True,True,228,24,10,False
ihfa,flhd,ihfa->flhd,"set 1: gade, gadx, rpod",False,True,True,True,228,24,10,False
ihfa,flia,ihfa->flia,"set 1: gade, gadx, rpod",False,True,True,True,228,24,10,False
ihfa,fliz,ihfa->fliz,"set 1: gade, gadx, rpod",False,True,True,False,204,0,9,True
ihfa,fnr,ihfa->fnr,"set 5: argr, dksa, fnr",False,True,True,False,205,0,9,True
ihfa,foca,ihfa->foca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,fola,ihfa->fola,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,gcd,ihfa->gcd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glca,ihfa->glca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glcb,ihfa->glcb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glcd,ihfa->glcd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glce,ihfa->glce,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glcf,ihfa->glcf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glcg,ihfa->glcg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glnh,ihfa->glnh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glnp,ihfa->glnp,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glnq,ihfa->glnq,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glpq,ihfa->glpq,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glpt,ihfa->glpt,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,glta,ihfa->glta,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,gltb,ihfa->gltb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,gltd,ihfa->gltd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,gltf,ihfa->gltf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hema,ihfa->hema,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hemf,ihfa->hemf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hipa,ihfa->hipa,"set 1: gade, gadx, rpod",False,True,True,False,205,0,9,True
ihfa,hipb,ihfa->hipb,"set 1: gade, gadx, rpod",False,True,True,True,228,23,10,False
ihfa,hpt,ihfa->hpt,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,htre,ihfa->htre,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hyca,ihfa->hyca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hycb,ihfa->hycb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hycc,ihfa->hycc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hycd,ihfa->hycd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hyce,ihfa->hyce,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hycf,ihfa->hycf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hycg,ihfa->hycg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hych,ihfa->hych,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hyci,ihfa->hyci,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hypa,ihfa->hypa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hypb,ihfa->hypb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hypc,ihfa->hypc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hypd,ihfa->hypd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,hype,ihfa->hype,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ibpb,ihfa->ibpb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,icd,ihfa->icd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ihfa,ihfa->ihfa,,False,False,False,False,206,0,9,False
ihfa,ihfb,ihfa->ihfb,"set 9: ihfa, maze, relb",False,True,True,False,228,0,10,True
ihfa,ilva,ihfa->ilva,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ilvd,ihfa->ilvd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ilve,ihfa->ilve,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ilvl,ihfa->ilvl,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ilvm,ihfa->ilvm,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ilvx,ihfa->ilvx,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,lyxk,ihfa->lyxk,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,mtr,ihfa->mtr,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,narg,ihfa->narg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,narh,ihfa->narh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nari,ihfa->nari,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,narj,ihfa->narj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nark,ihfa->nark,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ndh,ihfa->ndh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nirb,ihfa->nirb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nirc,ihfa->nirc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nird,ihfa->nird,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,norv,ihfa->norv,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,norw,ihfa->norw,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfa,ihfa->nrfa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfb,ihfa->nrfb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfc,ihfa->nrfc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfd,ihfa->nrfd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfe,ihfa->nrfe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrff,ihfa->nrff,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nrfg,ihfa->nrfg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoa,ihfa->nuoa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuob,ihfa->nuob,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoc,ihfa->nuoc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoe,ihfa->nuoe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuof,ihfa->nuof,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuog,ihfa->nuog,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoh,ihfa->nuoh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoi,ihfa->nuoi,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuoj,ihfa->nuoj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuok,ihfa->nuok,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuol,ihfa->nuol,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuom,ihfa->nuom,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,nuon,ihfa->nuon,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ompc,ihfa->ompc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ompf,ihfa->ompf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ompr,ihfa->ompr,"set 2: fliz, fur, rpoh",False,True,True,True,228,24,10,False
ihfa,osme,ihfa->osme,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,osmy,ihfa->osmy,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paaa,ihfa->paaa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paab,ihfa->paab,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paac,ihfa->paac,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paad,ihfa->paad,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paae,ihfa->paae,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paaf,ihfa->paaf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paag,ihfa->paag,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paah,ihfa->paah,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paai,ihfa->paai,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paaj,ihfa->paaj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paak,ihfa->paak,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,paaz,ihfa->paaz,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pata,ihfa->pata,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pflb,ihfa->pflb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,phou,ihfa->phou,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,plar,ihfa->plar,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,prfa,ihfa->prfa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,prmc,ihfa->prmc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,prov,ihfa->prov,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,prow,ihfa->prow,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,prox,ihfa->prox,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspa,ihfa->pspa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspb,ihfa->pspb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspc,ihfa->pspc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspd,ihfa->pspd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspe,ihfa->pspe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pspg,ihfa->pspg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,psta,ihfa->psta,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pstb,ihfa->pstb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,pstc,ihfa->pstc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,psts,ihfa->psts,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rpoe,ihfa->rpoe,"set 3: fis, nac, rpoe",False,True,True,False,205,0,9,True
ihfa,rpoh,ihfa->rpoh,"set 2: fliz, fur, rpoh",False,True,True,False,204,0,9,True
ihfa,rsea,ihfa->rsea,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rseb,ihfa->rseb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rsec,ihfa->rsec,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rsed,ihfa->rsed,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rtca,ihfa->rtca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,rtcb,ihfa->rtcb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sgbe,ihfa->sgbe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sgbh,ihfa->sgbh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sgbu,ihfa->sgbu,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,soda,ihfa->soda,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sodb,ihfa->sodb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sra,ihfa->sra,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ssua,ihfa->ssua,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ssub,ihfa->ssub,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ssuc,ihfa->ssuc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ssud,ihfa->ssud,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ssue,ihfa->ssue,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,suca,ihfa->suca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sucb,ihfa->sucb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,succ,ihfa->succ,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sucd,ihfa->sucd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufa,ihfa->sufa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufb,ihfa->sufb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufc,ihfa->sufc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufd,ihfa->sufd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufe,ihfa->sufe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,sufs,ihfa->sufs,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tcyj,ihfa->tcyj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdca,ihfa->tdca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdcb,ihfa->tdcb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdcc,ihfa->tdcc,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdcd,ihfa->tdcd,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdce,ihfa->tdce,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdcf,ihfa->tdcf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tdcg,ihfa->tdcg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,tyrp,ihfa->tyrp,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ubia,ihfa->ubia,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ubic,ihfa->ubic,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulaa,ihfa->ulaa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulab,ihfa->ulab,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulac,ihfa->ulac,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulad,ihfa->ulad,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulae,ihfa->ulae,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulaf,ihfa->ulaf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,ulag,ihfa->ulag,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,uspa,ihfa->uspa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,uspb,ihfa->uspb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yadv,ihfa->yadv,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yeil,ihfa->yeil,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yiak,ihfa->yiak,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yial,ihfa->yial,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yiam,ihfa->yiam,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yian,ihfa->yian,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yiao,ihfa->yiao,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yjbe,ihfa->yjbe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yjbf,ihfa->yjbf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yjbg,ihfa->yjbg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yjbh,ihfa->yjbh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfa,yjch,ihfa->yjch,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,acea,ihfb->acea,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,aceb,ihfb->aceb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,acek,ihfb->acek,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,acs,ihfb->acs,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,actp,ihfb->actp,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,adia,ihfb->adia,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,amia,ihfb->amia,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,atoa,ihfb->atoa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,atob,ihfb->atob,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,atod,ihfb->atod,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,atoe,ihfb->atoe,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cara,ihfb->cara,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,carb,ihfb->carb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,csgd,ihfb->csgd,"set 1: gade, gadx, rpod",False,True,True,True,228,24,10,False
ihfb,csge,ihfb->csge,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,csgf,ihfb->csgf,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,csgg,ihfb->csgg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cyca,ihfb->cyca,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cysg,ihfb->cysg,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cysh,ihfb->cysh,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cysi,ihfb->cysi,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,cysj,ihfb->cysj,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,dcud,ihfb->dcud,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,dmsa,ihfb->dmsa,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
ihfb,dmsb,ihfb->dmsb,"set 1: gade, gadx, rpod",False,True,True,True,228,228,10,False
